id,xPos,yPos,zPos,xRot,yRot,zRot,frametime
2802,4828.708,2475.78,7234.581,147.405,24.533,211.4,20.337
2803,4331.773,3658.009,9199.846,159.131,308.835,265.512,18.844
2804,1319.675,6761.532,6838.992,232.986,256.989,135.642,24.603
2805,6862,2407.915,9879.642,99.891,334.637,40.069,29.782
2806,9539.654,2120.651,6821.688,126.937,281.48,80.014,21.041
2807,1366.749,814.605,3894.782,296.812,110.061,185.363,27.692
2808,8004.911,389.759,2105.758,158.82,200.057,98.357,15.454
2809,5665.568,1058.785,4458.475,119.275,330.048,16.964,27.135
2810,2450.196,5676.41,1332.221,48.684,304.58,5.153,27.188
2811,8451.22,7401.257,8067.48,232.469,147.893,78.393,33.962
2812,7750.228,4861.084,5458.957,37.881,338.985,275.248,15.344
2813,183.512,6518.872,2853.662,290.462,215.793,334.41,32.826
2814,8197.328,4239.811,1202.024,275.394,343.789,277.19,10.327
2815,2905.802,1198.911,4513.61,305.964,15.414,296.687,33.436
2816,7312.899,2851.602,8107.928,120.521,6.123,55.537,10.203
2817,4094.529,8938.417,8790.275,314.801,257.418,356.238,28.62
2818,6437.941,9808.747,249.156,85.244,89.616,235.568,13.235
2819,4963.958,2711.03,4320.326,256.007,285.395,32.523,10.478
2820,3221.509,1524.44,7008.517,290.837,146.097,326.1,18.28
2821,7477.596,1634.622,7596.122,211.551,171.579,5.182,15.783
2822,7284.927,5932.608,6507.361,107.269,292.065,321.828,32.976
2823,2524.541,3588.139,826.77,92.412,214.861,169.418,10.362
2824,9749.153,1705.756,2196.84,159.41,99.269,287.578,27.195
2825,6282.136,1630.314,6221.475,19.144,74.941,74.213,21.07
2826,6367.482,6670.724,6960.151,350.525,64.931,273.289,10.461
2827,2421.845,1767.914,7330.847,182.078,176.622,146.29,16.793
2828,665.279,7613.502,6790.725,273.878,273.654,165.622,23.591
2829,7720.689,5077.107,7588.451,127.902,240.835,42.34,11.463
2830,8479.75,8033.137,3785.679,277.242,128.923,98.433,27.019
2831,2084.26,6722.872,8433.636,207.583,77.802,114.822,20.421
2832,1967.142,7555.075,6378.601,151.687,252.117,288.386,12.821
2833,4340.587,6196.594,6735.626,138.845,287.163,12.503,18.031
2834,7485.68,8275.988,6084.644,249.122,349.881,219.588,18.631
2835,2160.549,1729.566,474.768,49.181,185.223,320.74,8.459
2836,8125.202,1812.709,743.674,287.98,55.978,67.202,13.373
2837,2074.726,9268.894,4874.491,255.05,232.813,270.372,8.669
2838,4450.042,4857.034,6521.531,68.304,40.163,59.288,32.154
2839,8795.052,5628.352,5987.646,283.654,77.416,312.339,11.128
2840,7700.539,9599.899,6850.941,317.94,298.352,329.717,16.284
2841,7389.398,1893.897,746.853,217.582,352.051,171.023,31.938
2842,1368.953,9456.482,5504.808,32.239,189.291,305.182,26.647
2843,2152.369,7882.843,4288.599,301.039,284.094,163.67,6.468
2844,8213.74,8423.502,7049.174,61.788,350.763,79.336,18.817
2845,8810.782,7016.779,8723.37,334.165,219.574,170.861,8.163
2846,1266.321,2075.663,6491.95,149.203,70.553,42.863,25.51
2847,3220.298,1311.994,2902.81,72.611,42.307,10.057,9.437
2848,4805.715,4341.789,567.42,318.941,24.956,152.643,30.931
2849,3379.608,897.529,4323.693,227.79,249.398,28.446,30.233
2850,3619.783,7197.382,7918.262,57.517,308.729,202.645,13.028
2851,6549.439,3680.32,7880.067,197.395,263.563,46.576,10.726
2852,5919.816,16.447,7949.494,326.895,294.872,31.935,22.017
2853,7412.854,267.879,1721.424,285.892,150.315,184.721,28.017
2854,7038.726,6548.823,5535.175,17.469,349.536,11.531,15.373
2855,4518.184,2576.652,2395.188,272.656,27.954,163.595,14.27
2856,1367.751,917.071,8425.659,133.724,110.24,2.643,14.452
2857,9876.686,8171.448,3542.799,32.958,57.036,357.689,10.354
2858,6569.971,9942.076,6948.294,278.039,252.922,263.933,18.034
2859,9747.529,8073.562,6981.217,245.736,89.063,270.545,14.963
2860,5847.023,271.011,5411.595,176.355,8.323,90.696,23.548
2861,5856.672,9060.204,6262.986,99.716,94.943,41.795,17.642
2862,3893.456,9282.484,3658.336,166.455,343.64,283.821,22.59
2863,4059.637,2015.934,525.322,224.014,283.702,134.472,30.808
2864,1932.819,6872.647,3531.723,74.795,215.151,39.516,27.614
2865,9825.333,6497.724,826.741,340.441,292.782,136.648,15.775
2866,4291.012,8998.877,337.477,317.806,151.619,25.476,13.401
2867,2713.852,7124.012,556.217,14.937,95.193,249,13.305
2868,1348.31,9888.594,1588.919,9.136,158.537,182.691,17.128
2869,3994.768,4252.783,1258.759,79.278,341.604,160.965,18.59
2870,6849.683,7187.701,3091.277,59.94,51.365,172.38,6.541
2871,8451.59,7711.329,9494.692,112.644,339.898,336.52,20.716
2872,8714.571,7388.965,1887.152,198.879,338.04,53.625,19.997
2873,8753.432,3536.477,1301.771,201.165,302.691,284.34,9.276
2874,9547.558,4482.526,3754.906,265.912,187.298,123.306,17.432
2875,9477.073,7177.536,4408.283,322.834,254.269,353.055,7.554
2876,415.901,9778.895,2014.411,230.285,217.149,179.419,14.961
2877,6681.017,9888.741,6292.917,77.138,22.291,19.474,8.23
2878,3064.333,599.327,8282.16,293.72,194.236,339.68,15.385
2879,2291.932,9762.23,2339.505,33.528,69.379,173.045,8.135
2880,7840.202,9381.795,9998.121,297.241,265.399,190.798,26.192
2881,4446.717,7487.638,4911.395,244.299,169.92,201.762,25.442
2882,3473.539,2543.648,8772.188,215.686,253.173,119.291,20.832
2883,9428.975,5535.324,2884.063,349.002,170.377,69.976,30.397
2884,8833.254,9970.126,8064.207,316.928,170.315,69.333,23.979
2885,8805.509,3706.822,3105.589,107.205,300.318,180.714,8.332
2886,1706.736,2050.134,7645.594,80.278,155.376,264.455,32.471
2887,7303.951,5946.254,5114.997,7.415,315.841,282.723,18.363
2888,6002.289,1977.424,6751.011,37.058,131.625,216.399,15.009
2889,7508.713,542.946,1231.183,204.317,65.431,57.102,18.277
2890,8837.253,8615.495,3363.827,207.454,324.512,2.051,23.415
2891,1814.681,4556.546,2068.959,235.379,213.779,129.955,30.228
2892,8463.7,8041.26,7803.1,69.534,17.813,34.607,19.704
2893,8791.87,5806.059,8820.258,153.508,328.331,325.399,32.074
2894,8081.37,1579.161,426.789,83.104,29.061,340.98,25.682
2895,1863.414,4216.087,2042.873,316.614,41.506,147.848,22.531
2896,4946.76,5757.113,2316.898,334.378,137.285,280.829,23.034
2897,6510.273,2884.605,7696.352,221.073,335.253,339.296,25.416
2898,4777.619,1161.763,8225.505,289.816,36.667,211.269,9.549
2899,4938.239,9816.01,6135.618,32.721,121.256,271.48,30.716
2900,7272.812,7234.6,3417.138,254.807,113.427,176.439,21.952
2901,5886.847,5944.217,2176.106,322.995,97.877,89.662,31.722
2902,2583.774,6780.689,5858.362,181.989,95.437,36.54,20.892
2903,2376.739,6577.766,2948.724,188.444,355.688,171.991,11.679
2904,6827.595,881.362,3753.236,301.187,146.471,78.12,17.917
2905,9607.349,5626.297,3779.852,225.975,119.29,294.833,32.715
2906,9863.188,8972.673,3780.475,4.973,124.288,185.727,9.35
2907,3350.171,5072.774,914.569,19.299,40.906,95.71,15.071
2908,3569.033,4573.46,1206.684,41.792,25.882,146.006,7.603
2909,8315.372,6596.918,3659.528,73.235,196.674,0.252,26.869
2910,1278.067,8732.573,3818.334,259.964,136.921,234.347,33.123
2911,9269.968,3371.577,370.307,270.52,301.784,183.416,21.952
2912,9057.288,5930.615,6568.205,297.128,19.813,154.551,10.652
2913,581.284,9923.34,6536.345,101.391,346.275,94.572,23.808
2914,3171.764,8652.864,3338.75,270.341,166.198,293.42,24.991
2915,4486.715,3640.461,7505.819,59.596,275.209,149.932,14.912
2916,8065.438,8266.249,2622.634,113.908,112.981,86.396,7.903
2917,9926.246,6043.381,9170.971,137.019,3.272,163.156,13.583
2918,1274.658,3195.287,4446.292,322.794,30.987,325.17,23.688
2919,6213.734,1440.288,3610.055,273.589,70.392,338.335,15.134
2920,7845.428,1423.024,9328.412,168.53,348.892,302.883,10.191
2921,7871.443,7083.37,356.814,48.954,71.397,275.044,23.301
2922,9979.888,9706.934,2205.322,98.793,325.686,245.094,13.615
2923,4708.797,4413.77,7445.884,336.313,242.989,83.71,7.866
2924,539.895,8404.448,6091.79,140.681,47.716,335.097,24.375
2925,4040.831,6607.791,4746.004,196.039,155.76,258.573,8.385
2926,6887.439,3701.844,6667.911,66.781,226.971,201.822,17.855
2927,3265.726,9015.119,9532.334,63.99,136.535,31.106,13.794
2928,5118.946,2597.532,5134.732,254.321,29.138,147.291,25.336
2929,8684.943,1479.944,7935.515,307.808,344.598,269.867,30.123
2930,7056.531,6094.169,7729.157,348.929,14.244,62.918,11.155
2931,3722.954,325.886,12.326,78.742,285.729,46.981,25.555
2932,9590.42,5805.818,2970.516,279.066,111.418,168.407,19.865
2933,2260.507,3277.973,22.99,240.443,145.944,117.482,13.121
2934,7480.461,4218.438,7994.593,284.843,93.734,201.025,26.479
2935,6280.229,4765.845,5433.639,305.923,43.531,46.631,5.352
2936,9362.171,6195.231,7469.035,124.733,46.73,291.663,21.972
2937,0.361,5878.421,5708.213,155.876,15.79,66.504,12.005
2938,9196.26,7963.629,6074.263,340.418,264.191,8.664,33.218
2939,3373.49,1484.649,8007.685,72.561,297.939,66.961,14.196
2940,1357.362,5758.722,9136.272,0.204,210.669,193.172,8.709
2941,9555.855,4366.861,5377.745,284.891,75.58,348.534,29.475
2942,4680.38,7497.728,8943.681,286.924,153.98,205.269,33.471
2943,3743.729,6326.518,6124.977,42.907,256.603,288.552,16.325
2944,6295.475,3971.075,2035.518,324.637,355.146,269.818,18.457
2945,8431.952,9751.834,7938.087,214.138,166.093,279.135,26.925
2946,4429.963,4673.113,2377.064,274.849,144.546,14.884,24.724
2947,8361.836,7636.718,684.779,155.056,250.824,138.647,11.19
2948,3480.986,4920.764,2994.665,137.979,203.932,1.784,30.717
2949,3249.673,3310.342,1456.451,65.045,146.928,214.986,25.7
2950,1769.028,5343.693,6615.264,308.603,68.78,63.005,32.118
2951,4398.298,8446.958,4263.611,17.062,128.994,15.323,6.65
2952,2413.523,6364.216,442.602,14.412,147.991,128.194,30.79
2953,6331.39,5300.817,822.211,20.377,90.637,194.437,6.557
2954,7847.264,7519.57,8224.574,261.094,131.59,89.724,26.938
2955,5905.107,4979.392,9790.738,297.112,348.658,358.343,16.017
2956,2733.888,1530.671,174.055,172.613,318.753,87.726,28.683
2957,6399.323,6943.581,1047.962,298.235,138.767,48.401,7.141
2958,2839.584,1131.311,8317.113,92.013,87.521,114.712,20.331
2959,3244.7,6805.743,981.802,293.387,343.11,274.148,15.468
2960,7079.797,7193.449,3571.804,115.668,187.099,63.795,20.19
2961,2862.143,9738.405,4118.265,181.1,47.216,83.767,9.273
2962,8678.205,4361.699,7967.683,91.063,310.297,42.944,10.854
2963,2106.664,3811.16,7643.176,49.942,35.256,50.22,14.309
2964,7678.088,8120.137,9875.491,221.859,64.248,294.667,28.661
2965,6509.312,7973.864,5073.655,183.085,34.038,115.881,12.553
2966,7537.684,7161.584,6732.533,272.435,82.362,339.025,24.345
2967,2613.077,7494.573,2593.027,138.237,244.942,313.852,7.96
2968,3421.15,7398.718,1398.068,3.805,350.39,273.864,23.825
2969,848.355,7026.751,836.074,251.562,311.962,102.959,22.446
2970,6642.817,8927.236,4718.336,314.4,297.537,347.105,14.163
2971,8184.467,7274.633,3747.275,55.668,211.461,291.585,29.754
2972,8622.826,6716.583,2204.7,309.374,11.251,164.55,19.005
2973,3232.119,4879.045,902.4,239.263,324.19,145.433,11.343
2974,5463.577,4632.403,3241.817,240.312,299.019,88.274,29.981
2975,629.741,3303.071,8061.233,247.182,94.928,123.108,8.782
2976,4034.765,3641.71,4116.347,91.09,240.894,61.961,32.088
2977,7582.244,1182.768,7314.892,121.464,137.274,223.711,8.601
2978,5656.872,2973.976,8985.39,37.002,130.116,202.019,29.875
2979,6257.671,7139.106,9562.88,322.319,289.147,102.64,25.165
2980,8155.166,2356.672,9147.776,241.396,302.531,81.623,12.73
2981,5050.47,3549.147,2714.948,262.957,132.611,256.722,19.319
2982,5591.802,6084.64,5305.117,296.257,81.738,233.88,21.86
2983,4528.244,8350.445,3166.914,23.745,335.862,35.612,7.64
2984,8240.903,9135.329,2345.516,114.465,33.457,79.522,26.334
2985,6311.198,6021.023,4628.362,120.143,318.359,272.469,27.978
2986,1328.517,5931.513,3581.816,267.255,313.268,121.213,32.859
2987,1322.834,9583.866,308.925,60.931,153.925,273.078,16.927
2988,6971.396,1159.073,5657.432,331.96,298.192,139.921,20.032
2989,8979.172,8307.892,444.19,81.023,196.518,122.307,24.602
2990,9940.134,8743.534,8231.675,322.86,13.833,135.524,26.568
2991,994.401,8384.339,1090.146,223.147,144.142,93.61,17.773
2992,2677.331,4619.721,4967.916,287.468,207.673,70.473,25.272
2993,9407.522,325.12,1349.975,299.331,56.884,117.455,14.346
2994,5021.581,9211.974,9968.433,174.135,98.953,167.345,26.374
2995,3045.243,5388.47,697.807,13.118,130.484,249.11,14.655
2996,5293.613,6597.345,5375.838,28.167,298.571,249.817,16.044
2997,4456.273,667.09,1183.59,134.923,53.235,68.376,11.297
2998,9386.358,9082.486,2385.643,162.495,34.5,120.277,15.224
2999,9365.465,4138.032,3720.489,233.737,168.68,57.688,5.994
3000,8823.895,5435.512,3435.251,249.257,27.009,268.236,22.129
3001,8828.842,8473.881,8959.732,244.972,121.009,67.595,6.041
3002,3389.209,9226.932,9876.114,93.264,173.249,207.734,27.764
3003,9747.856,8787.008,6566.31,313.184,185.91,219.633,13.155
3004,1329.82,6827.305,5037.845,50.095,110.833,278.792,16.237
3005,9965.202,6314.35,1818.249,183.715,30.17,189.573,15.037
3006,7049.466,7484.041,8678.619,288.479,132.546,194.16,19.874
3007,7186.901,500.568,6367.614,260.496,349.132,196.885,17.367
3008,2191.778,3290.648,9437.351,197.655,134.591,141.181,26.517
3009,4939.342,4092.727,5936.28,346.855,74.899,315.094,8.315
3010,8601.702,8127.611,2844.382,91.897,292.199,331.492,6.118
3011,3255.045,5250.183,7273.08,233.342,150.525,8.65,30.415
3012,3228.2,6068.684,3247.623,236.411,175.134,351.367,24.905
3013,9128.936,3397.258,8588.55,71.556,153.909,242.284,23.324
3014,5391.125,3169.195,4009.029,328.966,298.084,180.14,28.804
3015,6058.694,7041.645,9949.835,198.934,45.806,228.621,28.887
3016,7673.843,9582.914,9325.632,167.182,171.487,151.073,5.762
3017,2519.111,899.506,8833.842,132.855,333.801,125.44,12.735
3018,8997.763,5623.614,7294.294,177.629,305.54,110.304,10.693
3019,5914.407,8963.897,9217.597,180.242,108.485,232.77,33.808
3020,9700.851,600.361,6545.81,232.098,334.082,71.508,29.842
3021,4570.435,6325.623,6752.655,286.148,306.562,261.542,24.777
3022,1919.854,5015.111,2750.913,328.82,79.857,142.599,12.126
3023,4362.944,9470.923,8080.936,217.454,96.402,144.961,30.85
3024,4253.212,4024.517,6659.82,347.517,132.319,304.772,21.582
3025,182.079,974.511,7729.635,119.028,272.16,84.662,19.981
3026,4722.162,5262.04,5045.124,27.145,282.295,351.731,12.621
3027,2307.39,1925.957,5724.727,210.519,113.114,85.231,9.703
3028,3269.997,1818.623,5686.372,221.697,204.606,347.303,11.546
3029,915.104,3991.366,7263.917,2.86,249.245,194.496,31.803
3030,7778.235,187.022,9134.059,102.11,139.149,258.614,10.381
3031,3393.088,3212.609,5239.093,75.185,72.287,173.876,22.844
3032,3335.614,4144.866,9203.35,128.111,227.794,339.564,21.014
3033,9712.886,4427.912,8117.284,171.662,296.973,45.963,33.903
3034,4751.572,6337.188,7776.829,61.188,181.831,174.572,8.973
3035,1176.241,5461.227,5190.142,131.938,278.19,95.859,16.633
3036,5475.209,91.564,8585.953,73.181,34.608,307.2,25.09
3037,843.676,3614.996,3647.53,74.007,144.804,214.018,33.803
3038,9583.65,732.983,470.967,343.25,184.916,199.597,27.264
3039,4476.264,5618.907,9013.877,287.66,298.485,77.269,17.011
3040,5259.121,479.837,4963.631,332.644,236.898,31.122,15.594
3041,5366.568,6229.101,2581.887,272.917,19.48,301.406,27.001
3042,2361.181,2035.877,4911.305,191.684,154.487,173.83,31.759
3043,4183.416,6034.572,9019.536,175.878,188.224,308.824,31.713
3044,3357.486,7432.613,5916.534,37.595,305.556,73.975,16.003
3045,7006.472,1495.282,8871.463,227.694,234.976,277.565,8.535
3046,8613.255,4960.925,6853.887,276.474,304.566,47.015,28.937
3047,9817.655,8239.476,3536.331,256.13,90.528,260.094,33.488
3048,5596.535,3965.308,3696.688,275.528,199.624,259.67,12.021
3049,2659.853,6369.861,269.065,0.963,93.659,185.41,25.253
3050,7827.218,9618.791,9290.411,33.822,327.993,213.825,29.331
3051,1607.938,8341.814,220.76,136.114,77.422,355.467,28.647
3052,2728.069,4405.617,1338.621,242.988,197.899,257.185,9.494
3053,1383.956,5311.458,8448.211,5.4,340.944,66.084,25.959
3054,7147.285,5363.752,9817.933,123.144,171.403,178.72,31.681
3055,589.565,4430.214,1717.563,137.115,210.327,253.084,33.904
3056,8560.447,2789.813,9981.798,58.31,182.056,322.588,11.636
3057,2549.957,715.396,1894.621,210.371,268.241,285.963,22.33
3058,2911.9,5623.248,8530.019,224.8,301.201,284.307,27.621
3059,7212.367,4194.523,2145.373,171.971,141.148,112.788,23.045
3060,8756.678,8198.039,4540.325,105.787,134.161,302.458,12.101
3061,5233.349,939.119,9936.819,195.395,277.683,110.127,30.386
3062,4396.779,6439.121,9319.639,44.873,125.647,207.353,15.922
3063,5166.142,9945.744,3084.74,235.558,305.008,198.351,23.534
3064,877.126,4541.714,3445.784,341.388,134.426,203.856,6.09
3065,2891.629,9152.531,3677.542,256.936,189.99,341.201,14.026
3066,3867.573,1196.1,327.18,218.265,74.782,203.071,20.613
3067,2349.717,8751.687,8854.54,281.138,235.747,326.747,7.578
3068,8646.759,3402.541,7066.839,90.946,148.475,246.286,32.741
3069,8071.046,4008.399,4861.422,299.285,311.69,151.984,24.072
3070,5011.599,8674.837,876.443,244.134,113.511,133.444,24.888
3071,7488.084,8670.917,1650.982,229.65,72.083,40.485,9.191
3072,2484.857,1944.19,7114.273,210.947,51.24,13.921,32.844
3073,3617.342,8892.35,7858.652,339.098,172.655,151.456,7.301
3074,7835.053,2109.537,2563.024,262.724,26.838,208.721,12.806
3075,7562.31,7759.341,999.395,200.693,222.221,135.809,18.693
3076,8403.24,7586.122,3930.21,60.836,198.712,359.732,23.817
3077,112.033,5034.609,4627.848,120.934,82.285,170.702,16.241
3078,479.825,8979.738,9148.295,249.531,211.308,151.619,12.885
3079,9262.12,5444.209,5070.517,290.875,67.199,106.664,11.305
3080,3649.622,8511.547,1749.426,194.465,66.754,43.302,15.848
3081,2049.22,111.015,1938.449,32.56,218.566,267.517,12.346
3082,3256.628,4191.261,7947.672,295.818,337.926,12.728,10.947
3083,3137.779,618.087,9894.311,99.476,227.951,141.837,20.893
3084,1416.918,255.323,5665.375,7.924,203.268,331.887,33.869
3085,8038.309,4964.057,4241.017,221.632,36.386,129.564,30.091
3086,8088.953,4347.567,1217.347,201.09,240.259,194.534,20.28
3087,5849.693,6591.326,7626.085,61.313,239.363,225.678,13.987
3088,9169.771,9350.802,4115.819,104.625,353.542,58.802,23.785
3089,1882.244,1923.544,3467.982,327.115,130.836,72.345,23.778
3090,8889.281,4980.32,4870.151,120.463,88.335,229.211,32.501
3091,7092.397,1873.274,7248.294,221.014,225.049,13.169,28.311
3092,5876.084,9798.234,6435.602,69.473,284.611,41.893,6.54
3093,6858.172,1315.587,305.719,134.816,46.337,191.227,14.781
3094,9329.193,6060.694,6344.749,185.343,91.324,249.096,27.772
3095,8227.067,7506.062,8184.107,229.604,188.695,128.666,14.947
3096,4876.772,6367.112,8471.652,199.661,278.909,112.318,33.18
3097,1862.303,9303.918,8686.695,101.99,187.315,166.867,32.042
3098,1547.949,1090.176,8437.442,56.509,144.084,287.745,13.418
3099,5905.012,9252.449,6934.945,213.943,282.572,312.716,32.335
3100,1260.227,8045.457,5725.167,155.234,179.766,27.295,23.975
3101,5487.5,1328.046,8429.052,356.516,269.062,356.897,14.148
3102,4920.972,1233.79,1122.371,174.777,231.428,326.612,22.8
3103,6582.649,3201.989,1909.726,233.254,39.875,29.454,23.295
3104,3780.858,5732.532,1889.818,344.384,222.088,340.994,32.193
3105,2880.538,4931.388,9313.155,251.679,358.308,109.477,19.44
3106,4477.323,2468.326,6167.217,264.144,130.843,121.464,29.159
3107,9003.955,1286.018,2993.403,295.908,358.873,296.77,19.807
3108,3377.415,9416.258,8246.586,328.191,176.663,185.344,30.132
3109,920.202,7186.887,7351.209,289.638,137.737,323.311,21.732
3110,1442.446,4983.151,2168.3,193.268,182.126,282.336,17.39
3111,9442.473,2298.436,761.543,288.699,163.295,290.599,29.625
3112,4430.409,3726.966,9349.991,265.15,272.022,246.26,27.529
3113,503.699,1692.832,3384.254,343.728,10.327,267.731,25.009
3114,4204.255,6953.511,7931.048,100.486,311.197,158.682,11.144
3115,7717.721,7346,1599.119,153.684,111.957,3.239,23.032
3116,4329.58,669.552,2451.912,76.472,347.417,225.329,29.468
3117,9134.38,2759.144,8980.443,319.569,151.11,260.522,23.361
3118,1113.185,3359.622,2103.168,348.905,179.771,57.325,32.284
3119,8238.455,1959.537,9421.777,130.375,67.808,308.292,20.319
3120,5084.303,9366.8,2135.032,242.482,90.611,237.864,27.396
3121,1332.926,6192.32,9911.651,242.16,92.647,345.449,29.916
3122,2863.915,3350.366,4644.039,166.339,280.582,154.101,22.417
3123,3116.11,4581.902,2259.177,300.791,117.095,215.081,30.101
3124,2072.388,4029.119,9927.225,5.807,258.629,306.311,12.895
3125,489.871,6522.377,8105.207,96.853,183.427,176.67,8.574
3126,7011.405,5562.289,7044.841,12.564,137.509,242.691,13.983
3127,5339.773,7269.966,7223.931,89.048,114.997,153.939,14.649
3128,8541.618,5670.31,8362.946,276.385,19.033,334.38,7.605
3129,6413.822,6190.549,865.403,238.293,337.083,92.457,30.527
3130,6282.358,6924.101,9659.485,349.062,333.83,9.116,20.037
3131,9416.441,533.853,5682.129,194.553,80.762,168.805,9.319
3132,2496.639,4593.576,5271.979,115.994,255.439,189.075,29.088
3133,422.42,3851.303,405.363,66.063,30.033,8.054,24.877
3134,2811.642,3591.898,6687.004,257.154,35.511,189.859,7.348
3135,7582.493,4590.174,5419.756,19.886,139.846,5.208,28.098
3136,2265.664,6842.284,5631.569,219.948,340.035,49.876,9.534
3137,9083.465,974.612,9114.191,53.52,116.577,289.99,21.597
3138,8811.495,2817.401,1140.453,73.213,44.621,87.046,10.93
3139,2161.241,6875.63,5168.953,238.11,101.246,312.225,30.832
3140,4102.209,9400.693,4521.301,187.591,175.967,242.686,11.168
3141,2019.981,6551.071,3777.172,137.61,129.462,46.359,19.276
3142,8661.707,2294.799,6340.49,299.204,268.273,154.518,17.599
3143,4689.522,3628.94,1060.975,358.08,331.728,251.24,28.782
3144,513.958,5414.594,2158.567,101.071,355.316,347.256,6.146
3145,6143.077,4114.621,7709.229,139.289,284.535,142.176,23.29
3146,24.293,4362.419,7369.072,320.952,60.855,290.607,16.256
3147,770.884,8949.051,2339.639,51.444,55.112,223.82,24.015
3148,3128.247,3682.948,846.308,234.273,233.921,57.162,9.126
3149,6026.457,4428.015,9187.04,5.479,208.688,158.274,19.026
3150,2106.246,2737.952,8578.88,310.761,278.133,196.377,30.083
3151,867.452,5590.059,6770.747,44.059,299.713,4.855,6.012
3152,3004.71,7758.159,3884.331,89.306,285.674,7.461,30.675
3153,9715.025,5925.055,2039.531,98.273,358.47,296.593,20.491
3154,4081.76,488.381,321.687,7.532,290.915,135.646,14.957
3155,9082.037,3981.628,7514.639,142.302,65.802,289.443,7.954
3156,9589.427,4052.198,8313.582,336.024,172.994,202.925,21.154
3157,5191.948,2578.464,1215.35,256.393,94.424,119.806,6.186
3158,30.114,8848.372,7942.011,332.934,340.107,128.649,28.291
3159,3064.007,5797.901,917.52,63.835,180.908,40.801,28.087
3160,1022.727,50.99,3274.918,170.997,292.633,127.335,23.911
3161,7622.454,1624.173,5894.509,162.232,86.487,251.403,25.99
3162,3996.355,4363.589,6758.683,4.814,331.589,28.421,7.798
3163,2069.969,9353.046,9849.17,114.387,18.368,348.731,7.707
3164,2138.399,668.055,9339.456,123.739,288.688,20.517,28.594
3165,8410.565,5872.163,2737.475,73.635,165.864,167.521,27.04
3166,3076.672,47.151,5790.492,242.646,265.254,59.727,16.25
3167,5533.428,6696.597,3967.004,202.7,216.831,348.754,15.928
3168,1220.265,1778.472,5592.892,341.647,100.574,340.92,18.957
3169,200.937,5744.67,5854.975,27.521,7.368,13.527,10.937
3170,809.412,7530.558,2993.948,347.118,252.361,112.998,33.408
3171,5797.423,9605.931,2517.965,72.911,52.557,176.211,28.025
3172,8604.937,1562.32,8250.66,246.995,172.627,252.783,32.839
3173,4582.285,8810.992,8831.858,209.276,288.679,165.965,13.015
3174,1773.901,9080.771,7951.896,226.266,160.858,128.696,5.986
3175,2433.95,2981.481,3237.895,57.014,48.602,193.058,12.462
3176,5903.193,8904.024,1915.268,260.99,212.438,290.263,5.911
3177,3684.915,5792.971,2698.949,302.268,281.005,224.62,10.141
3178,6207.011,6265.674,9865.101,234.719,156.645,328.667,20.911
3179,2370.629,8679.432,9039.823,16.402,254.543,45.725,17.878
3180,3504.519,3446.357,3805.834,260.573,50.148,15.623,12.669
3181,8071.886,4420.499,1218.251,297.128,228.501,266.465,22.725
3182,7462.399,2941.48,9328.876,109.089,234.697,82.18,12.551
3183,7452.917,8333.662,1009.591,290.297,212.418,61.786,23.637
3184,5031.44,2897.804,7783.078,71.26,56.175,233.389,12.158
3185,7135.024,9292.691,2952.595,77.549,56.152,166.386,13.642
3186,8602.088,686.326,1042.946,260.837,353.032,298.115,11.683
3187,6743.7,6628.307,5684.379,112.903,141.596,148.57,26.176
3188,164.808,3009.231,9423.519,289.188,3.436,15.314,30.198
3189,7784.921,2183.142,7196.282,336.505,254.997,74.927,24.113
3190,9479.742,7087.046,2008.454,30.381,136.216,328.944,6.077
3191,4444.764,2651.443,473.327,351.101,81.08,162.327,15.325
3192,529.311,2296.71,4459.572,353.246,353.267,353.321,21.802
3193,9968.366,5334.178,9916.448,227.035,153.563,100.841,27.741
3194,3541.115,8111.824,5176.958,147.016,8.728,257.65,20.135
3195,8666.155,913.419,7099.787,6.579,127.043,12.151,31.006
3196,6309.914,3460.345,5856.832,101.193,179.452,311.46,19.237
3197,9068.453,9328.534,7745.884,336.629,107.857,157.331,18.516
3198,1976.036,1645.998,8380.949,72.409,293.211,83.668,10.075
3199,6392.595,6933.179,8939.436,17.836,89.128,322.637,25.375
3200,4486.405,9871.622,6662.055,290.181,251.614,268.144,11.143
3201,8812.497,9325.788,9477.306,140.079,273.643,351.588,28.576
3202,8334.199,6583.166,6654.989,223.914,102.438,197.929,30.602
3203,270.727,250.588,323.253,138.374,23.05,89.993,9.107
3204,795.065,7844.384,201.571,95.471,108.338,348.016,19.18
3205,7991.435,187.196,6852.765,336.297,308.361,104.374,13.488
3206,5195.687,452.162,8342.456,280.232,215.879,244.167,8.679
3207,8085.393,7655.178,1311.501,30.965,89.328,335.799,18.874
3208,487.001,7794.533,865.908,8.368,232.965,204.318,13.509
3209,4543.654,7489.181,3049.499,297.588,3.724,118.372,9.047
3210,7682.633,8320.408,1625.607,271.13,238.703,235.798,26.766
3211,7407.837,9343.494,2291.85,265.81,181.782,139.85,22.236
3212,7770.758,1716.05,3808.324,77.926,127.721,261.732,17.811
3213,2614.759,4356.011,6544.272,0.139,208.953,137.945,15.733
3214,9850.571,6173.397,870.672,323.246,61.363,215.03,16.259
3215,4118.016,9818.562,7335.916,128.189,90.587,301.906,32.964
